Brand,Model,Processor,RAM (GB),Storage (GB),Screen Size (inches),Graphics Card,Operating System,Weight (kg),Battery Life (hours),Price ($),Warranty (years)
Apple,Model 1862,AMD Ryzen 7,16,256,14.0,NVIDIA RTX 3070,Windows 10,1.53,5.2,2787.22,3
Acer,Model 1863,Intel i7,16,1024,17.0,AMD Radeon,macOS,1.2,12.7,1506.82,3
Lenovo,Model 1864,Intel i7,8,1024,15.6,AMD Radeon,Windows 10,1.69,10.3,1842.15,2
HP,Model 1865,AMD Ryzen 5,32,256,13.3,AMD Radeon,Linux,1.62,5.3,1380.73,3
HP,Model 1866,AMD Ryzen 7,16,1024,13.3,AMD Radeon,Windows 11,1.59,8.7,1924.38,3
Asus,Model 1867,AMD Ryzen 5,64,2048,15.6,Intel UHD,Windows 10,1.48,11.2,2164.01,1
Asus,Model 1868,AMD Ryzen 5,16,512,14.0,NVIDIA RTX 3070,Windows 11,2.44,10.6,1712.56,2
HP,Model 1869,Intel i7,32,256,17.0,NVIDIA RTX 3060,macOS,1.82,8.1,2076.48,3
MSI,Model 1870,AMD Ryzen 5,64,256,15.6,AMD Radeon,Windows 10,3.05,13.8,2086.54,3
Asus,Model 1871,Intel i7,32,512,13.3,NVIDIA RTX 3060,Linux,1.46,9.2,2051.16,3
Apple,Model 1872,Intel i5,8,1024,17.0,Intel UHD,Windows 10,2.16,9.1,2116.49,3
Acer,Model 1873,AMD Ryzen 7,64,512,13.3,Intel UHD,Windows 10,1.03,3.7,1691.05,1
HP,Model 1874,AMD Ryzen 5,32,512,13.3,NVIDIA GTX 1650,Windows 10,2.2,14.1,2023.85,3
Razer,Model 1875,Intel i7,64,1024,15.6,AMD Radeon,Windows 11,1.14,5.1,2872.85,3
Asus,Model 1876,Intel i9,32,512,13.3,NVIDIA GTX 1650,Windows 11,3.44,9.3,1721.37,1
HP,Model 1877,AMD Ryzen 5,64,1024,17.0,NVIDIA RTX 3060,macOS,2.98,12.6,2274.02,2
Lenovo,Model 1878,AMD Ryzen 9,32,1024,14.0,NVIDIA RTX 3070,macOS,2.23,5.6,1911.88,2
Dell,Model 1879,Intel i5,8,512,15.6,NVIDIA GTX 1650,macOS,1.22,9.3,1377.62,1
Acer,Model 1880,Intel i5,64,2048,17.0,Intel UHD,macOS,2.48,5.9,1923.23,2
HP,Model 1881,Intel i9,64,1024,15.6,AMD Radeon,Windows 10,2.9,12.1,2565.44,2
Dell,Model 1882,Intel i7,64,512,13.3,NVIDIA RTX 3060,Windows 11,1.48,9.8,2112.45,1
Asus,Model 1883,AMD Ryzen 5,64,1024,13.3,Intel UHD,Windows 11,2.42,13.3,1850.43,3
Dell,Model 1884,Intel i7,8,2048,17.0,NVIDIA RTX 3070,Windows 11,3.04,13.7,2296.14,1
Acer,Model 1885,Intel i5,64,2048,17.0,AMD Radeon,Windows 11,2.92,10.8,1901.42,1
HP,Model 1886,Intel i7,16,256,14.0,NVIDIA RTX 3070,macOS,3.01,11.7,1835.06,1
Lenovo,Model 1887,Intel i5,8,1024,17.0,NVIDIA RTX 3070,Windows 10,3.2,9.6,1792.21,1
MSI,Model 1888,Intel i7,16,1024,17.0,AMD Radeon,Windows 11,3.34,7.6,1835.92,1
Asus,Model 1889,Intel i9,64,512,15.6,AMD Radeon,Linux,2.01,10.8,2285.23,3
HP,Model 1890,AMD Ryzen 7,32,1024,13.3,NVIDIA RTX 3070,Windows 10,2.42,13.9,2349.24,2
Acer,Model 1891,Intel i9,16,256,17.0,NVIDIA RTX 3060,Linux,2.98,8.0,1763.16,1
Asus,Model 1892,Intel i9,64,2048,14.0,AMD Radeon,Windows 10,2.74,6.8,2331.14,3
Apple,Model 1893,AMD Ryzen 7,16,2048,17.0,Intel UHD,Windows 10,3.49,7.7,2289.66,1
Dell,Model 1894,AMD Ryzen 7,64,256,13.3,NVIDIA GTX 1650,Windows 10,1.03,8.2,2139.95,3
MSI,Model 1895,AMD Ryzen 5,64,1024,17.0,NVIDIA RTX 3060,Linux,1.89,3.9,2413.0,2
Acer,Model 1896,AMD Ryzen 5,64,1024,15.6,AMD Radeon,Windows 11,1.7,9.0,1860.78,3
Apple,Model 1897,Intel i9,32,256,13.3,AMD Radeon,Windows 11,1.66,8.9,2872.3,3
Razer,Model 1898,Intel i9,16,512,17.0,NVIDIA RTX 3060,Linux,1.56,10.1,2698.04,2
HP,Model 1899,Intel i5,8,2048,15.6,NVIDIA GTX 1650,Windows 11,2.77,7.4,1619.08,2
Lenovo,Model 1900,Intel i5,8,256,13.3,NVIDIA RTX 3070,macOS,1.21,10.4,1885.54,3
Asus,Model 1901,AMD Ryzen 5,8,256,17.0,Intel UHD,Windows 11,2.85,13.5,1235.83,1
Dell,Model 1902,AMD Ryzen 9,8,1024,15.6,AMD Radeon,macOS,2.73,14.5,1968.87,1
Asus,Model 1903,AMD Ryzen 9,64,2048,14.0,NVIDIA GTX 1650,macOS,1.63,10.0,2419.45,2
MSI,Model 1904,AMD Ryzen 5,16,1024,15.6,Intel UHD,macOS,1.63,3.5,1619.8,1
HP,Model 1905,Intel i5,16,256,14.0,NVIDIA RTX 3060,Linux,2.57,14.6,1809.76,2
Asus,Model 1906,Intel i5,32,512,17.0,AMD Radeon,Windows 11,2.91,11.5,1448.27,3
Dell,Model 1907,AMD Ryzen 9,16,2048,15.6,NVIDIA RTX 3070,Windows 11,3.19,7.0,2260.58,3
HP,Model 1908,Intel i7,16,256,14.0,NVIDIA RTX 3060,Linux,3.13,4.8,1519.11,1
Asus,Model 1909,Intel i7,16,256,13.3,AMD Radeon,Linux,3.41,4.7,1467.94,2
Lenovo,Model 1910,Intel i5,32,512,15.6,NVIDIA GTX 1650,Windows 11,2.45,5.0,1686.68,1
Acer,Model 1911,Intel i7,8,256,17.0,Intel UHD,Linux,3.27,3.5,1453.8,1
HP,Model 1912,AMD Ryzen 7,16,256,13.3,Intel UHD,Linux,3.02,13.8,1669.31,3
Acer,Model 1913,AMD Ryzen 5,32,2048,14.0,AMD Radeon,macOS,3.24,9.5,1636.23,1
Razer,Model 1914,AMD Ryzen 5,32,2048,15.6,NVIDIA RTX 3060,Linux,1.03,11.4,2489.84,3
HP,Model 1915,Intel i5,64,2048,15.6,NVIDIA RTX 3070,macOS,3.41,12.9,2436.9,2
Lenovo,Model 1916,Intel i9,32,1024,17.0,NVIDIA GTX 1650,Windows 10,2.18,12.5,1886.73,1
Acer,Model 1917,AMD Ryzen 9,8,512,13.3,AMD Radeon,macOS,3.0,13.6,1452.67,3
Apple,Model 1918,Intel i5,16,2048,15.6,NVIDIA GTX 1650,macOS,1.32,14.6,2443.18,1
Dell,Model 1919,Intel i7,32,1024,15.6,Intel UHD,Linux,1.99,8.3,1775.69,2
Apple,Model 1920,AMD Ryzen 9,8,1024,13.3,NVIDIA RTX 3070,Windows 11,1.68,14.4,2490.51,1
Asus,Model 1921,Intel i9,32,512,15.6,NVIDIA GTX 1650,Windows 10,1.73,11.7,2068.29,1
Lenovo,Model 1922,Intel i7,32,512,13.3,AMD Radeon,Windows 10,1.31,3.8,1547.49,3
Apple,Model 1923,AMD Ryzen 7,32,256,13.3,NVIDIA RTX 3070,Windows 10,3.01,11.2,2773.89,2
HP,Model 1924,Intel i7,32,1024,13.3,NVIDIA RTX 3060,Windows 11,1.02,11.2,2493.91,2
Asus,Model 1925,AMD Ryzen 7,32,2048,17.0,AMD Radeon,Windows 10,1.78,13.9,1932.59,2
Asus,Model 1926,AMD Ryzen 9,8,512,13.3,NVIDIA GTX 1650,Windows 10,1.44,7.5,1187.16,1
Apple,Model 1927,AMD Ryzen 7,16,1024,13.3,NVIDIA RTX 3070,Windows 11,2.47,10.0,2760.9,3
Razer,Model 1928,AMD Ryzen 9,16,2048,14.0,AMD Radeon,Windows 10,1.64,3.1,2416.24,1
Apple,Model 1929,AMD Ryzen 9,16,1024,14.0,NVIDIA RTX 3070,Linux,1.65,7.0,3049.35,1
Razer,Model 1930,AMD Ryzen 9,16,512,17.0,NVIDIA RTX 3070,Linux,2.22,3.7,2282.07,1
Lenovo,Model 1931,AMD Ryzen 9,8,256,13.3,NVIDIA RTX 3070,macOS,2.63,9.3,1957.2,2
Dell,Model 1932,AMD Ryzen 9,64,1024,14.0,NVIDIA GTX 1650,macOS,1.3,12.8,2370.8,3
Apple,Model 1933,Intel i7,64,2048,14.0,AMD Radeon,macOS,1.44,5.5,2888.21,2
MSI,Model 1934,AMD Ryzen 9,8,512,15.6,Intel UHD,Linux,1.62,9.3,2179.15,1
Razer,Model 1935,Intel i7,8,256,13.3,Intel UHD,Linux,3.43,5.4,1491.75,1
Apple,Model 1936,AMD Ryzen 9,32,2048,14.0,NVIDIA GTX 1650,Linux,1.99,4.4,2822.66,3
Acer,Model 1937,AMD Ryzen 7,32,2048,17.0,NVIDIA GTX 1650,macOS,2.5,9.1,1939.85,2
HP,Model 1938,AMD Ryzen 9,32,2048,15.6,NVIDIA RTX 3070,macOS,1.6,3.9,2537.57,1
MSI,Model 1939,Intel i9,16,1024,15.6,AMD Radeon,macOS,2.23,10.0,2124.1,1
MSI,Model 1940,AMD Ryzen 9,32,512,13.3,AMD Radeon,macOS,1.19,3.4,2153.41,3
Razer,Model 1941,AMD Ryzen 9,64,2048,13.3,NVIDIA RTX 3060,macOS,1.09,4.3,2852.35,1
Acer,Model 1942,AMD Ryzen 7,16,1024,15.6,NVIDIA RTX 3060,macOS,2.17,9.6,1821.17,2
Acer,Model 1943,AMD Ryzen 5,32,512,17.0,Intel UHD,Linux,2.0,10.1,1372.82,2
Asus,Model 1944,AMD Ryzen 7,16,512,13.3,NVIDIA RTX 3060,Windows 11,1.34,3.3,1764.94,1
Razer,Model 1945,Intel i9,64,1024,13.3,NVIDIA RTX 3060,Windows 11,2.72,9.9,2820.86,1
Dell,Model 1946,AMD Ryzen 5,32,1024,15.6,Intel UHD,macOS,3.48,13.1,1690.47,1
HP,Model 1947,Intel i5,64,2048,15.6,Intel UHD,Windows 11,1.99,11.7,2127.71,3
Lenovo,Model 1948,Intel i5,64,512,13.3,NVIDIA RTX 3060,Windows 11,2.56,4.6,2145.31,3
MSI,Model 1949,Intel i9,64,256,14.0,AMD Radeon,Linux,3.41,10.1,2367.79,2
Lenovo,Model 1950,AMD Ryzen 7,32,1024,13.3,NVIDIA RTX 3060,macOS,3.08,11.1,1682.95,2
Apple,Model 1951,Intel i7,8,512,14.0,NVIDIA RTX 3070,macOS,2.16,3.4,2679.69,1
Apple,Model 1952,Intel i9,32,512,15.6,NVIDIA RTX 3070,Windows 11,2.84,13.3,2849.84,1
Lenovo,Model 1953,AMD Ryzen 5,64,2048,14.0,NVIDIA RTX 3070,macOS,1.32,13.9,2361.84,1
Apple,Model 1954,AMD Ryzen 5,32,256,17.0,NVIDIA GTX 1650,macOS,2.28,13.2,2406.85,3
Dell,Model 1955,AMD Ryzen 9,64,2048,15.6,NVIDIA RTX 3070,macOS,1.7,12.9,3167.87,3
Acer,Model 1956,Intel i5,8,256,13.3,AMD Radeon,macOS,1.4,11.9,825.55,1
Apple,Model 1957,AMD Ryzen 5,16,256,13.3,NVIDIA GTX 1650,Windows 11,2.07,10.6,2584.26,1
Asus,Model 1958,Intel i9,8,1024,15.6,NVIDIA GTX 1650,Windows 10,1.33,11.1,2081.31,2
Apple,Model 1959,AMD Ryzen 5,8,512,15.6,NVIDIA RTX 3070,Windows 11,2.75,12.7,2671.79,3
HP,Model 1960,Intel i9,16,512,17.0,NVIDIA RTX 3060,Linux,2.14,10.9,2069.47,1
Dell,Model 1961,Intel i7,32,512,15.6,Intel UHD,Windows 10,2.33,6.9,1852.93,3
HP,Model 1962,AMD Ryzen 9,16,256,13.3,NVIDIA RTX 3060,Windows 10,1.37,7.5,1923.27,1
HP,Model 1963,Intel i5,32,512,17.0,NVIDIA RTX 3060,Windows 10,1.35,13.8,2027.58,1
Asus,Model 1964,AMD Ryzen 5,32,1024,13.3,NVIDIA GTX 1650,Windows 11,2.46,3.2,1688.54,2
Dell,Model 1965,Intel i9,64,256,14.0,NVIDIA GTX 1650,Linux,3.46,11.4,2256.44,2
Dell,Model 1966,AMD Ryzen 7,64,256,15.6,NVIDIA GTX 1650,Windows 11,1.24,14.5,2180.7,2
Razer,Model 1967,Intel i5,16,256,14.0,AMD Radeon,Linux,1.71,11.5,1832.81,1
Dell,Model 1968,Intel i7,8,256,13.3,AMD Radeon,Windows 11,3.17,14.9,1615.86,2
Dell,Model 1969,Intel i9,16,1024,14.0,Intel UHD,Windows 11,1.18,11.3,2008.97,1
Dell,Model 1970,AMD Ryzen 9,32,512,14.0,NVIDIA GTX 1650,Windows 11,3.19,3.4,1980.23,3
Asus,Model 1971,AMD Ryzen 9,64,1024,13.3,NVIDIA RTX 3070,Windows 10,2.31,12.9,2196.64,3
Apple,Model 1972,Intel i7,16,512,13.3,NVIDIA GTX 1650,Windows 11,2.02,6.4,2339.39,1
Razer,Model 1973,Intel i7,16,1024,15.6,AMD Radeon,Linux,1.77,8.4,2258.01,2
HP,Model 1974,AMD Ryzen 9,64,2048,14.0,NVIDIA GTX 1650,Linux,1.74,6.7,2357.29,2
Dell,Model 1975,AMD Ryzen 5,64,2048,17.0,AMD Radeon,Linux,1.76,6.2,2228.52,3
MSI,Model 1976,AMD Ryzen 5,64,2048,17.0,NVIDIA GTX 1650,Windows 10,3.21,8.2,2527.42,1
Apple,Model 1977,Intel i9,32,2048,13.3,NVIDIA RTX 3070,Windows 11,2.81,7.5,3226.43,1
Apple,Model 1978,AMD Ryzen 7,64,256,13.3,Intel UHD,Windows 11,2.67,10.6,2307.67,1
HP,Model 1979,Intel i9,8,256,14.0,NVIDIA RTX 3070,macOS,3.0,12.8,2270.46,3
Asus,Model 1980,AMD Ryzen 7,16,1024,13.3,AMD Radeon,Windows 10,1.64,6.6,1540.25,3
Lenovo,Model 1981,Intel i7,64,1024,17.0,NVIDIA RTX 3060,Linux,2.55,5.6,2060.66,2
Lenovo,Model 1982,Intel i5,64,2048,15.6,NVIDIA RTX 3070,Linux,2.15,11.0,2271.19,1
Apple,Model 1983,Intel i9,32,512,15.6,NVIDIA GTX 1650,Windows 11,2.96,11.0,2725.76,1
Acer,Model 1984,Intel i9,32,2048,14.0,Intel UHD,Linux,1.77,13.8,2027.37,1
Acer,Model 1985,AMD Ryzen 7,16,1024,15.6,NVIDIA GTX 1650,Windows 11,2.61,3.2,1469.16,1
HP,Model 1986,Intel i7,8,2048,13.3,NVIDIA GTX 1650,Windows 11,3.21,13.2,2070.56,3
Lenovo,Model 1987,Intel i7,16,1024,13.3,NVIDIA RTX 3070,macOS,2.01,9.3,2114.13,2
Apple,Model 1988,AMD Ryzen 7,64,2048,13.3,Intel UHD,Windows 10,1.17,10.5,2804.68,3
Asus,Model 1989,Intel i7,8,512,13.3,NVIDIA RTX 3060,Windows 11,2.29,4.1,1771.49,2
Lenovo,Model 1990,AMD Ryzen 9,8,2048,14.0,NVIDIA GTX 1650,Windows 11,1.86,8.2,1874.86,1
Apple,Model 1991,AMD Ryzen 5,8,512,15.6,Intel UHD,Windows 11,2.68,5.7,1999.24,1
Apple,Model 1992,AMD Ryzen 9,8,512,17.0,NVIDIA RTX 3060,macOS,3.38,6.1,2620.44,1
Dell,Model 1993,Intel i5,16,1024,15.6,NVIDIA GTX 1650,Windows 11,2.21,9.0,1701.45,1
Asus,Model 1994,Intel i9,32,512,13.3,Intel UHD,Windows 10,2.17,12.7,1810.22,1
Dell,Model 1995,Intel i5,32,256,17.0,NVIDIA RTX 3070,Windows 10,2.64,11.9,2322.82,3
HP,Model 1996,Intel i9,64,256,14.0,NVIDIA GTX 1650,Linux,1.26,10.1,2257.52,2
Dell,Model 1997,AMD Ryzen 5,32,256,13.3,NVIDIA GTX 1650,Windows 10,1.63,9.5,1660.42,3
MSI,Model 1998,Intel i7,32,1024,13.3,Intel UHD,Linux,3.3,8.1,1845.64,1
Dell,Model 1999,AMD Ryzen 9,32,256,17.0,NVIDIA GTX 1650,Windows 10,2.67,14.7,1916.36,2
MSI,Model 2000,AMD Ryzen 7,32,1024,14.0,NVIDIA RTX 3060,Linux,1.03,9.7,2272.62,2
Lenovo,Model 2001,AMD Ryzen 9,64,1024,17.0,NVIDIA GTX 1650,Windows 11,1.51,6.0,2068.52,1
Acer,Model 2002,AMD Ryzen 5,16,256,14.0,AMD Radeon,macOS,2.71,5.8,1086.14,2
Razer,Model 2003,Intel i5,8,512,13.3,NVIDIA RTX 3060,macOS,2.91,10.3,2103.71,3
Razer,Model 2004,AMD Ryzen 7,32,2048,15.6,Intel UHD,macOS,3.1,9.3,2111.66,3
Apple,Model 2005,Intel i7,16,1024,13.3,NVIDIA RTX 3060,Windows 11,1.73,3.1,2661.89,3
Razer,Model 2006,AMD Ryzen 5,32,256,15.6,AMD Radeon,macOS,3.33,13.0,2173.38,3
MSI,Model 2007,AMD Ryzen 7,32,1024,15.6,AMD Radeon,Windows 10,2.38,11.4,2004.84,2
Asus,Model 2008,AMD Ryzen 5,8,512,14.0,NVIDIA GTX 1650,Linux,2.74,10.9,1628.59,3
Dell,Model 2009,AMD Ryzen 5,8,512,17.0,NVIDIA GTX 1650,Windows 11,2.49,3.8,1658.84,2
MSI,Model 2010,Intel i7,8,256,14.0,NVIDIA RTX 3070,macOS,1.31,7.3,1903.37,1
Asus,Model 2011,Intel i9,32,1024,13.3,NVIDIA RTX 3060,Windows 10,3.41,14.2,2192.79,3
Acer,Model 2012,AMD Ryzen 7,32,2048,17.0,NVIDIA RTX 3070,Windows 10,1.31,13.4,2141.43,1
Razer,Model 2013,Intel i7,32,2048,15.6,AMD Radeon,Windows 11,1.64,6.4,2419.61,3
Acer,Model 2014,AMD Ryzen 5,8,1024,15.6,NVIDIA GTX 1650,Windows 11,3.03,4.9,1361.32,1
Razer,Model 2015,Intel i7,64,1024,13.3,NVIDIA GTX 1650,macOS,2.55,8.4,2481.53,1
Dell,Model 2016,Intel i9,16,1024,17.0,NVIDIA GTX 1650,Linux,3.1,7.3,1872.42,1
HP,Model 2017,AMD Ryzen 9,64,256,13.3,Intel UHD,macOS,2.29,11.2,1597.22,1
Dell,Model 2018,AMD Ryzen 7,32,512,13.3,AMD Radeon,macOS,1.94,14.6,1890.51,1
Lenovo,Model 2019,Intel i9,32,2048,14.0,NVIDIA GTX 1650,Windows 11,3.3,7.4,1866.31,2
MSI,Model 2020,Intel i5,64,256,13.3,AMD Radeon,macOS,1.09,3.7,2017.29,2
Apple,Model 2021,AMD Ryzen 7,32,1024,17.0,NVIDIA GTX 1650,macOS,3.14,13.8,2727.61,3
HP,Model 2022,Intel i9,16,1024,13.3,NVIDIA RTX 3060,Linux,1.58,3.5,2271.0,2
Dell,Model 2023,AMD Ryzen 5,32,512,17.0,AMD Radeon,Windows 10,3.12,14.4,1522.68,1
Asus,Model 2024,AMD Ryzen 7,16,1024,15.6,NVIDIA RTX 3070,Windows 10,1.35,11.0,1681.67,2
HP,Model 2025,AMD Ryzen 7,64,256,13.3,Intel UHD,Linux,2.45,14.3,1940.48,2
MSI,Model 2026,Intel i7,64,256,17.0,NVIDIA RTX 3070,Windows 10,3.22,5.4,2817.68,1
Razer,Model 2027,AMD Ryzen 5,32,512,15.6,AMD Radeon,macOS,2.18,3.5,2225.94,2
HP,Model 2028,Intel i5,16,256,17.0,NVIDIA GTX 1650,Linux,2.87,8.9,1461.55,1
Razer,Model 2029,AMD Ryzen 9,32,2048,15.6,AMD Radeon,Linux,3.01,8.4,2437.05,2
MSI,Model 2030,Intel i9,8,256,14.0,Intel UHD,Windows 11,2.84,7.0,1849.87,1
Dell,Model 2031,Intel i7,8,256,13.3,AMD Radeon,Windows 10,3.31,14.5,1562.47,3
MSI,Model 2032,Intel i9,8,256,13.3,NVIDIA GTX 1650,Windows 11,2.12,12.9,2128.55,2
HP,Model 2033,Intel i5,8,2048,15.6,NVIDIA RTX 3070,macOS,1.43,10.9,2270.32,3
Asus,Model 2034,Intel i5,32,1024,14.0,NVIDIA RTX 3060,Linux,1.12,5.0,1933.83,1
Acer,Model 2035,AMD Ryzen 7,8,256,17.0,NVIDIA RTX 3070,macOS,1.62,11.8,2173.55,1
HP,Model 2036,Intel i5,16,512,14.0,NVIDIA GTX 1650,Windows 10,1.36,11.7,1719.76,3
MSI,Model 2037,Intel i9,64,2048,17.0,NVIDIA GTX 1650,Windows 11,2.39,8.1,2613.76,1
Acer,Model 2038,AMD Ryzen 5,64,512,17.0,Intel UHD,Windows 10,1.46,14.1,1683.06,1
MSI,Model 2039,AMD Ryzen 5,8,256,13.3,AMD Radeon,macOS,1.1,5.0,1289.04,1
Asus,Model 2040,AMD Ryzen 7,8,512,15.6,AMD Radeon,Windows 11,1.09,6.2,1352.99,1
MSI,Model 2041,AMD Ryzen 9,8,256,13.3,NVIDIA RTX 3070,Windows 10,3.08,3.8,1995.81,1
Dell,Model 2042,Intel i9,32,2048,13.3,NVIDIA RTX 3060,macOS,2.48,12.5,2343.89,1
Apple,Model 2043,Intel i9,64,512,13.3,NVIDIA RTX 3060,Windows 10,1.9,10.5,3064.15,1
Razer,Model 2044,Intel i5,8,512,17.0,Intel UHD,Linux,3.24,6.8,1534.84,1
Razer,Model 2045,Intel i9,16,256,13.3,NVIDIA GTX 1650,Windows 11,1.18,5.0,2483.35,3
HP,Model 2046,Intel i7,8,256,17.0,Intel UHD,Windows 11,3.45,3.5,1386.93,2
Apple,Model 2047,AMD Ryzen 9,64,1024,15.6,AMD Radeon,Windows 11,2.54,5.0,2704.6,1
MSI,Model 2048,Intel i5,8,256,17.0,NVIDIA GTX 1650,Linux,1.46,8.4,1765.82,3
Asus,Model 2049,Intel i7,64,256,17.0,Intel UHD,Windows 11,2.7,6.0,1800.68,1
HP,Model 2050,AMD Ryzen 7,8,1024,14.0,NVIDIA RTX 3070,Linux,2.91,6.1,2076.46,2
MSI,Model 2051,AMD Ryzen 5,16,256,13.3,AMD Radeon,Windows 11,2.07,13.5,1577.03,1
Acer,Model 2052,AMD Ryzen 7,8,256,13.3,NVIDIA RTX 3060,Windows 10,3.15,9.2,1486.68,3
Lenovo,Model 2053,AMD Ryzen 5,16,1024,13.3,Intel UHD,Windows 10,1.38,11.8,1478.84,3
MSI,Model 2054,AMD Ryzen 7,16,2048,13.3,AMD Radeon,Windows 10,1.7,3.4,1812.32,2
Apple,Model 2055,Intel i9,8,2048,14.0,AMD Radeon,Windows 10,1.23,7.4,2445.11,1
HP,Model 2056,Intel i7,16,256,14.0,NVIDIA RTX 3060,Linux,1.53,8.8,1900.77,3
Apple,Model 2057,AMD Ryzen 5,32,256,14.0,NVIDIA RTX 3060,macOS,1.6,5.2,2599.56,2
HP,Model 2058,Intel i5,8,1024,14.0,NVIDIA RTX 3060,macOS,3.29,4.4,1651.38,2
MSI,Model 2059,Intel i7,8,1024,13.3,Intel UHD,Windows 10,1.2,13.4,1870.64,1
Dell,Model 2060,Intel i5,16,2048,17.0,NVIDIA RTX 3060,macOS,2.07,14.3,2339.53,3
Acer,Model 2061,Intel i7,16,512,15.6,NVIDIA RTX 3070,macOS,2.33,3.9,1716.49,1
MSI,Model 2062,Intel i7,8,256,14.0,AMD Radeon,Windows 11,3.25,7.2,1723.97,1
Razer,Model 2063,AMD Ryzen 7,32,512,17.0,NVIDIA RTX 3060,Linux,3.49,14.5,2440.22,1
Apple,Model 2064,AMD Ryzen 5,16,512,14.0,AMD Radeon,Windows 10,2.88,4.0,2174.4,3
Lenovo,Model 2065,AMD Ryzen 5,16,1024,13.3,NVIDIA GTX 1650,macOS,3.43,10.7,1413.49,2
Lenovo,Model 2066,Intel i7,64,256,13.3,NVIDIA GTX 1650,macOS,2.97,14.7,1557.28,1
Asus,Model 2067,Intel i9,32,256,17.0,NVIDIA RTX 3060,Windows 10,3.41,14.7,2103.36,1
HP,Model 2068,Intel i9,32,1024,17.0,AMD Radeon,Windows 11,2.77,8.7,2337.71,3
Apple,Model 2069,Intel i5,8,512,17.0,NVIDIA GTX 1650,Windows 10,1.2,5.0,2201.73,1
Asus,Model 2070,Intel i5,32,1024,13.3,NVIDIA RTX 3060,Windows 11,2.0,5.4,1951.41,2
Apple,Model 2071,AMD Ryzen 7,8,2048,13.3,AMD Radeon,macOS,2.62,13.7,2578.32,1
Razer,Model 2072,Intel i7,64,256,15.6,NVIDIA RTX 3060,Linux,1.88,13.9,2839.0,2
HP,Model 2073,Intel i5,32,2048,17.0,AMD Radeon,Windows 11,1.68,10.3,1875.1,1
MSI,Model 2074,Intel i5,16,1024,15.6,NVIDIA GTX 1650,Windows 11,2.44,12.2,1741.35,1
MSI,Model 2075,AMD Ryzen 9,64,256,14.0,NVIDIA RTX 3060,Windows 10,3.33,11.9,2433.29,1
Lenovo,Model 2076,Intel i7,8,2048,15.6,NVIDIA GTX 1650,macOS,1.09,10.9,1975.47,2
MSI,Model 2077,AMD Ryzen 7,64,2048,14.0,NVIDIA RTX 3060,Linux,2.92,12.9,2861.48,1
MSI,Model 2078,Intel i5,8,512,14.0,Intel UHD,Windows 10,2.81,11.2,1460.48,1
Razer,Model 2079,AMD Ryzen 7,64,256,15.6,NVIDIA GTX 1650,Windows 10,3.41,9.4,2304.47,1
Dell,Model 2080,AMD Ryzen 5,8,2048,17.0,NVIDIA GTX 1650,Linux,3.33,5.8,1745.08,2
Lenovo,Model 2081,AMD Ryzen 7,32,2048,14.0,NVIDIA RTX 3070,macOS,2.91,11.9,2300.48,1
Asus,Model 2082,Intel i9,16,512,17.0,NVIDIA GTX 1650,Linux,2.3,8.7,1721.72,3
Acer,Model 2083,Intel i9,8,2048,13.3,AMD Radeon,Windows 10,1.51,6.5,1409.87,2
Dell,Model 2084,AMD Ryzen 7,64,2048,14.0,NVIDIA RTX 3060,Windows 10,2.36,12.6,2566.22,3
Asus,Model 2085,Intel i9,8,2048,13.3,Intel UHD,Windows 11,2.91,11.4,1563.69,1
HP,Model 2086,AMD Ryzen 5,8,512,15.6,AMD Radeon,Linux,3.24,14.2,1439.98,2
Dell,Model 2087,Intel i7,8,2048,17.0,AMD Radeon,Linux,2.97,5.0,1825.23,2
Razer,Model 2088,Intel i9,64,2048,15.6,AMD Radeon,Linux,1.49,10.8,2820.61,1
Asus,Model 2089,Intel i9,16,256,14.0,AMD Radeon,Windows 10,2.5,5.9,1957.77,3
HP,Model 2090,AMD Ryzen 7,32,256,13.3,Intel UHD,macOS,1.83,13.8,1723.21,2
Lenovo,Model 2091,AMD Ryzen 5,16,512,14.0,NVIDIA RTX 3070,Windows 10,1.02,4.2,1832.07,2
Acer,Model 2092,Intel i7,8,1024,15.6,NVIDIA GTX 1650,Windows 11,1.5,10.9,1706.43,2
HP,Model 2093,AMD Ryzen 7,64,256,17.0,AMD Radeon,Windows 10,1.28,12.5,1935.88,2
MSI,Model 2094,AMD Ryzen 7,16,512,17.0,NVIDIA GTX 1650,Windows 10,3.11,7.3,2065.77,2
Apple,Model 2095,AMD Ryzen 9,8,2048,14.0,NVIDIA GTX 1650,Windows 10,1.65,14.4,2594.84,1
HP,Model 2096,AMD Ryzen 5,32,2048,14.0,AMD Radeon,Windows 11,1.71,13.2,2053.37,2
HP,Model 2097,Intel i7,32,512,13.3,NVIDIA RTX 3070,Linux,3.4,6.5,2004.52,3
Acer,Model 2098,AMD Ryzen 5,32,2048,15.6,NVIDIA GTX 1650,macOS,1.95,3.1,1440.64,2
Apple,Model 2099,Intel i7,8,2048,14.0,NVIDIA RTX 3060,macOS,1.02,6.6,2787.08,1
MSI,Model 2100,AMD Ryzen 5,64,1024,13.3,NVIDIA GTX 1650,Windows 11,1.71,6.4,2220.66,1
Asus,Model 2101,AMD Ryzen 7,16,2048,14.0,AMD Radeon,Linux,1.3,13.7,1838.39,3
